word,noun,position,range,index
(ต้องหา - VERB),(คุณ - NOUN),right,1,16
(หยุด - VERB),(การ - NOUN),left,3,2
(เดินทาง - VERB),(การ - NOUN),right,1,6
(เดินทาง - VERB),(ภูเก็ต - NOUN),left,4,6
(ต้องหา - VERB),(ราคา - NOUN),left,2,16
(ยอดเยี่ยม - VERB),(ของ - NOUN),right,4,6
(ยอดเยี่ยม - VERB),(ไทย - NOUN),right,2,6
(สร้าง - VERB),(ไทย - NOUN),right,4,8
(มาก - ADV),(วัด - NOUN),right,4,4
(เข้า - VERB),(วัด - NOUN),left,1,6
(ก่อน - ADV),(วัด - NOUN),left,2,5
(ถอด - VERB),(วัด - NOUN),left,4,3
(สวม - VERB),(คุณ - NOUN),left,3,3
(รัก - VERB),(คุณ - NOUN),right,1,7
(รัก - VERB),(ของ - NOUN),left,4,7
