word,noun,position,range,index
(ส่วนตัว - ADJ),(คุณ - NOUN),left,2,13
(เดียว - ADJ),(การ - NOUN),right,3,8
(เดียว - ADJ),(ภูเก็ต - NOUN),left,2,8
(ส่วนตัว - ADJ),(ภูเก็ต - NOUN),right,3,13
(สวยงาม - ADJ),(วัด - NOUN),right,3,3
