word,noun,position,range,index
(ดั้งเดิม - ADJ),(ภูเก็ต - NOUN),left,2,12
(จึง - ADV),(ภูเก็ต - NOUN),right,3,17
(เยี่ยม - ADJ),(วัฒนธรรม - NOUN),left,4,6
(ดั้งเดิม - ADJ),(วัฒนธรรม - NOUN),right,2,12
(เยี่ยม - ADJ),(ทาง - NOUN),left,3,6
(ดั้งเดิม - ADJ),(ทาง - NOUN),right,3,12
(เก่า - ADJ),(วัด - NOUN),left,4,7
(เก่า - ADJ),(ภูเก็ต - NOUN),right,1,7
(ดี - ADJ),(การ - NOUN),right,3,6
