word,noun,position,range,index
(ดั้งเดิม - ADJ),(ภูเก็ต - NOUN),left,2,12
(จึง - ADV),(ภูเก็ต - NOUN),right,3,17
(เก่า - ADJ),(วัด - NOUN),left,4,7
(เก่า - ADJ),(ภูเก็ต - NOUN),right,1,7
(ดี - ADJ),(การ - NOUN),right,3,6
