word,noun,position,range,index
(มาก - ADV),(คน - NOUN),right,4,4
(นัก - ADV),(สถานที่ - NOUN),right,4,10
(นัก - ADV),(จำนวน - NOUN),left,2,10
(นัก - ADV),(ท่องเที่ยว - NOUN),left,1,10
