word,tf-idf-pos,tf-idf-neg,tf-idf-val,node-label
(เปิด - VERB),0.398245215138499,0,0.398245215138499,pos
(ประกอบ - VERB),0.3318710126154158,0,0.3318710126154158,pos
(เศร้า - VERB),0.3318710126154158,0,0.3318710126154158,pos
(*ใส่ - VERB),0.24890325946156186,0,0.24890325946156186,pos
(วิ่ง - VERB),0.24890325946156186,0,0.24890325946156186,pos
(ติดตาม - VERB),0.03045398342393718,-0.25085832971998434,-0.22040434629604716,neg
(ทาน - VERB),0.18964057863738046,0,0.18964057863738046,pos
(เคลื่อน - VERB),0.18523033262255767,0,0.18523033262255767,pos
(*จำเป็น - VERB),0.18102055233568135,0,0.18102055233568135,pos
(ตรงข้าม - VERB),0.16251885384889556,0,0.16251885384889556,pos
(กระทบ - VERB),0.15365418909350123,0,0.15365418909350123,pos
(ผิด - VERB),0,-0.1505149978319906,-0.1505149978319906,neg
(เปลี่ยน - VERB),0,-0.1505149978319906,-0.1505149978319906,neg
(จ่าย - VERB),0.14223043397803534,0,0.14223043397803534,pos
(ใช้จ่าย - VERB),0.14223043397803534,0,0.14223043397803534,pos
(*แตก - VERB),0.135765414251761,0,0.135765414251761,pos
(ท่าเรือ - VERB),0.13274840504616633,0,0.13274840504616633,pos
(จ้าง - VERB),0.12445162973078093,0,0.12445162973078093,pos
(ระวัง - VERB),0.11402259453145379,0,0.11402259453145379,pos
(หัน - VERB),0.11378434718242827,0,0.11378434718242827,pos
(ดูแล - VERB),0.0398245215138499,-0.1505149978319906,-0.11069047631814069,neg
(เสียดาย - VERB),0.10763384192932406,0,0.10763384192932406,pos
(*ชอบ - VERB),0.10480137240486814,0,0.10480137240486814,pos
(ขอ - VERB),0.10211415772782025,0,0.10211415772782025,pos
(ค้า - VERB),0.10163811797185766,0,0.10163811797185766,pos
(เอา - VERB),0.10124878350978789,0,0.10124878350978789,pos
(กลับ - VERB),0.09956130378462474,0,0.09956130378462474,pos
(ทิ้ง - VERB),0.09713297930207293,0,0.09713297930207293,pos
(ปลูก - VERB),0.09482028931869023,0,0.09482028931869023,pos
(นำ - VERB),0.08906498946899014,0,0.08906498946899014,pos
(เข็น - VERB),0.08657504676923891,0,0.08657504676923891,pos
(แน่น - VERB),0.08473302449755298,0,0.08473302449755298,pos
(ใกล้เคียง - VERB),0.08125942692444778,0,0.08125942692444778,pos
(คลิก - VERB),0.0796490430276998,0,0.0796490430276998,pos
(*พร้อม - VERB),0.0796490430276998,0,0.0796490430276998,pos
(ยาก - VERB),0.07800904984746987,0,0.07800904984746987,pos
(*แตกต่าง - VERB),0,-0.0752574989159953,-0.0752574989159953,neg
(ดู - VERB),0.07311400444023854,0,0.07311400444023854,pos
(สูง - VERB),0.06831964349333766,0,0.06831964349333766,pos
(*ใช่ - VERB),0.06637420252308317,0,0.06637420252308317,pos
(พักผ่อน - VERB),0.06423309921588694,0,0.06423309921588694,pos
(ตก - VERB),0.013168857200626036,-0.0752574989159953,-0.062088641715369264,neg
(ตรวจสอบ - VERB),0.06036414571530405,0,0.06036414571530405,pos
(งาม - VERB),0.060340184111893784,0,0.060340184111893784,pos
(บ้า - VERB),0.060340184111893784,0,0.060340184111893784,pos
(ปรับปรุง - VERB),0.05729478237384792,0,0.05729478237384792,pos
(ขาย - VERB),0.056457789525282936,0,0.056457789525282936,pos
(เล่น - VERB),0.0557207498910499,0,0.0557207498910499,pos
(ข้าม - VERB),0.05381692096466203,0,0.05381692096466203,pos
(เหลือ - VERB),0.05281862750089105,0,0.05281862750089105,pos
(เชื่อ - VERB),0.05227410556789218,0,0.05227410556789218,pos
(เงียบ - VERB),0.05217526130360651,0,0.05217526130360651,pos
(สุข - VERB),0.052166545679892394,0,0.052166545679892394,pos
(สงบ - VERB),0.051218063031167084,0,0.051218063031167084,pos
(อ่าน - VERB),0.05041078672639227,0,0.05041078672639227,pos
(เกาะ - VERB),0.050079883852696704,0,0.050079883852696704,pos
(พร้อม - VERB),0.04961307444159044,0,0.04961307444159044,pos
(กลัว - VERB),0.04896457563178266,0,0.04896457563178266,pos
