word,tf-idf-pos,tf-idf-neg,tf-idf-val,node-label
(หวาน - ADJ),1.9444826721501687,0,1.9444826721501687,pos
(สุด - ADJ),0,-1.0791812460476249,-1.0791812460476249,neg
(ใหม่ - ADJ),0.05777013454450811,-0.7194541640317499,-0.6616840294872418,neg
(โปรด - ADJ),0.555566477757191,0,0.555566477757191,pos
(สกปรก - ADJ),0,-0.5395906230238124,-0.5395906230238124,neg
(ที่สุด - ADJ),0.48612066803754217,0,0.48612066803754217,pos
(ยิ่งใหญ่ - ADJ),0.48612066803754217,0,0.48612066803754217,pos
(จริง - ADJ),0.09171008858940663,-0.5395906230238124,-0.4478805344344058,neg
(ค่อนข้าง - ADV),0.10816267826281797,-0.5395906230238124,-0.43142794476099444,neg
(เลย - ADV),0,-0.34403428075883563,-0.34403428075883563,neg
(น้อย - ADJ),0.0845427248760943,-0.4150697100183173,-0.330526985142223,neg
(พิเศษ - ADJ),0.3286905352972375,0,0.3286905352972375,pos
(เดียว - ADJ),0.3286905352972375,0,0.3286905352972375,pos
(หลาย - ADV),0.10748078859309923,-0.43167249841905,-0.32419170982595075,neg
.] - ADV),0.32408044535836145,0,0.32408044535836145,pos
(แน่น - ADJ),0.32408044535836145,0,0.32408044535836145,pos
(สั้น - ADJ),0.2777832388785955,0,0.2777832388785955,pos
(ทั่ว - ADV),0.27390877941436453,0,0.27390877941436453,pos
(อีก - ADV),0.24456023623841766,0,0.24456023623841766,pos
(เสมอ - ADV),0.23477895378374106,0,0.23477895378374106,pos
(เล็ก - ADJ),0.20543158456077343,0,0.20543158456077343,pos
(ทุก - ADV),0.09467850838964349,-0.29180671889386633,-0.19712821050422286,neg
(มากมาย - ADJ),0.08407699752330958,-0.2746416177824625,-0.1905646202591529,neg
(ตลอด - ADV),0.18425409344618518,0,0.18425409344618518,pos
(ขาว - ADJ),0.17074833002453896,0,0.17074833002453896,pos
(สูง - ADJ),0.1690854497521886,0,0.1690854497521886,pos
(สด - ADJ),0.16769844770634354,0,0.16769844770634354,pos
(สุด - ADV),0.16434526764861876,0,0.16434526764861876,pos
(ยิ่ง - ADV),0.16204022267918072,0,0.16204022267918072,pos
(ง่าย - ADV),0.16204022267918072,0,0.16204022267918072,pos
(น้อย - ADV),0.1544590965716322,0,0.1544590965716322,pos
(ตื้น - ADJ),0.14730929334470974,0,0.14730929334470974,pos
(ไว้ - ADV),0.12228011811920883,0,0.12228011811920883,pos
(สะอาด - ADJ),0.12184363054703641,0,0.12184363054703641,pos
(ใหญ่ - ADJ),0.1369537322935139,-0.2580257105691267,-0.12107197827561281,neg
(สวยงาม - ADJ),0.11981096669112146,-0.23981805467724995,-0.1200070879861285,neg
(มากมาย - ADV),0.11465948905717586,0,0.11465948905717586,pos
(ไป - ADV),0.11438133365589227,0,0.11438133365589227,pos
(เพียง - ADV),0.11186855673518384,0,0.11186855673518384,pos
(ใส - ADJ),0.1111132955514382,0,0.1111132955514382,pos
(จริง - ADV),0.10606269120819102,0,0.10606269120819102,pos
(ทั้ง - ADV),0.09226019761586295,0,0.09226019761586295,pos
(ดี - ADJ),0.08954299343661887,0,0.08954299343661887,pos
(บาง - ADV),0.20433527167049156,-0.29180671889386633,-0.08747144722337477,neg
(แค่ - ADV),0.0806447051102687,0,0.0806447051102687,pos
(ขึ้น - ADV),0.06320022482478707,0,0.06320022482478707,pos
(มาก - ADJ),0.0576650061924978,0,0.0576650061924978,pos
(อยู่ - ADV),0.03503572382252556,0,0.03503572382252556,pos
(ที่สุด - ADV),0.13183163807037013,-0.15554096251838428,-0.023709324448014157,neg
(มาก - ADV),0.08732911499765113,-0.11090578787620359,-0.02357667287855246,neg
